Order Number,Manufacturing Time (days),Delivery Time (days),Units Shipped,Damaged Units,Returns,Supplier,Raw Material Lead Time (days)
ORD2263,7,4,67,9,0,S-2,4
ORD2264,8,1,71,8,2,S-3,5
ORD2265,9,4,194,1,1,S-2,2
ORD2266,9,2,87,2,2,S-1,6
ORD2267,5,3,74,7,2,S-3,2
ORD2268,8,3,81,4,1,S-1,2
ORD2269,4,2,192,2,4,S-2,5
ORD2270,3,3,62,5,2,S-2,3
ORD2271,2,2,60,5,1,S-1,5
ORD2272,2,4,62,4,2,S-3,5
ORD2273,6,3,146,4,4,S-1,6
ORD2274,7,1,150,5,1,S-2,5
ORD2275,6,3,87,1,0,S-3,6
ORD2276,4,2,50,5,0,S-1,4
ORD2277,4,1,88,1,0,S-2,6
ORD2278,9,2,76,2,3,S-3,5
ORD2279,2,3,85,1,2,S-1,4
ORD2280,8,1,192,0,2,S-3,4
ORD2281,5,1,80,0,1,S-2,3
ORD2282,2,3,176,8,3,S-1,5
ORD2283,2,1,55,3,2,S-1,2
ORD2284,8,4,138,4,1,S-2,5
ORD2285,9,1,199,9,4,S-2,2
ORD2286,9,1,80,6,2,S-2,3
ORD2287,8,4,149,1,2,S-1,5
ORD2288,4,2,122,9,4,S-2,3
ORD2289,8,2,95,8,4,S-1,2
ORD2290,6,4,146,3,2,S-1,6
ORD2291,4,1,50,9,4,S-3,5
ORD2292,8,3,106,9,1,S-2,4
ORD2293,7,4,58,0,2,S-2,4
ORD2294,4,3,54,7,2,S-3,3
ORD2295,4,2,128,3,0,S-1,6
ORD2296,2,4,163,6,2,S-1,4
ORD2297,5,3,58,2,0,S-1,4
ORD2298,2,1,73,8,4,S-2,5
ORD2299,3,4,199,4,4,S-1,4
ORD2300,4,3,152,4,1,S-3,2
ORD2301,8,4,109,2,0,S-1,3
ORD2302,8,4,135,8,2,S-2,4
ORD2303,8,2,165,2,0,S-2,5
ORD2304,4,2,133,1,4,S-1,2
ORD2305,8,1,139,8,4,S-1,4
ORD2306,3,2,138,8,1,S-2,3
ORD2307,4,2,169,9,4,S-1,3
ORD2308,8,2,192,3,0,S-3,3
ORD2309,4,3,55,3,2,S-2,4
ORD2310,7,4,101,9,2,S-1,2
ORD2311,4,2,189,5,0,S-1,6
ORD2312,3,3,68,8,1,S-1,3
ORD2313,2,4,124,7,2,S-3,2
ORD2314,4,2,179,9,0,S-2,5
ORD2315,5,2,104,2,0,S-3,5
ORD2316,3,4,64,5,4,S-1,2
ORD2317,6,3,149,6,4,S-3,5
ORD2318,7,3,118,5,1,S-1,5
ORD2319,3,1,192,2,1,S-1,3
ORD2320,2,4,92,8,1,S-2,4
ORD2321,8,1,66,3,0,S-2,4
ORD2322,8,3,147,1,0,S-1,4
ORD2323,3,2,165,8,4,S-1,4
ORD2324,6,1,123,2,2,S-1,2
ORD2325,8,3,165,5,1,S-2,3
ORD2326,7,3,79,4,3,S-2,2
ORD2327,5,2,116,1,1,S-1,5
ORD2328,6,4,100,0,4,S-2,3
ORD2329,9,3,109,8,0,S-1,6
ORD2330,9,1,52,2,4,S-3,4
ORD2331,3,2,153,6,4,S-2,5
ORD2332,6,4,54,8,4,S-1,4
ORD2333,8,4,77,8,3,S-3,4
ORD2334,8,4,157,9,3,S-1,4
ORD2335,3,3,188,5,1,S-3,6
ORD2336,8,4,150,7,0,S-2,5
ORD2337,8,3,125,8,4,S-2,4
ORD2338,5,2,64,2,2,S-1,4
ORD2339,5,2,132,5,1,S-2,3
ORD2340,2,4,97,4,1,S-2,4
ORD2341,5,2,176,6,4,S-3,3
ORD2342,4,1,95,6,1,S-2,5
ORD2343,6,1,77,8,4,S-3,5
ORD2344,6,3,56,0,1,S-3,5
ORD2345,3,4,143,5,0,S-3,3
ORD2346,5,3,131,4,1,S-2,6
ORD2347,2,2,137,3,1,S-1,6
ORD2348,8,4,183,9,2,S-1,4
ORD2349,2,3,117,0,0,S-2,5
ORD2350,2,4,104,3,0,S-3,2
ORD2351,7,4,167,9,0,S-2,4
ORD2352,8,3,183,6,1,S-1,6
ORD2353,4,4,157,3,3,S-3,6
ORD2354,5,2,100,0,1,S-2,5
ORD2355,8,1,87,9,4,S-3,3
ORD2356,2,1,188,0,2,S-3,4
ORD2357,8,4,142,0,0,S-1,3
ORD2358,4,1,69,9,4,S-3,6
ORD2359,6,4,59,4,4,S-2,5
ORD2360,3,3,75,6,3,S-3,6
ORD2361,5,2,97,8,0,S-3,5
ORD2362,5,1,140,7,1,S-2,2
ORD2363,7,3,163,1,0,S-1,3
ORD2364,6,2,63,8,2,S-1,4
ORD2365,5,1,149,3,0,S-2,5
ORD2366,7,1,61,9,4,S-3,2
ORD2367,7,2,165,4,4,S-2,2
ORD2368,7,3,172,4,1,S-2,3
ORD2369,9,3,72,3,1,S-2,5
ORD2370,5,1,134,5,1,S-1,4
ORD2371,5,2,121,0,2,S-3,4
ORD2372,5,3,171,1,0,S-2,4
ORD2373,4,2,186,3,3,S-1,6
ORD2374,7,2,144,3,0,S-1,6
ORD2375,4,1,74,7,1,S-3,5
ORD2376,3,2,66,8,2,S-2,4
ORD2377,5,2,78,3,0,S-3,2
ORD2378,9,4,116,5,4,S-2,4
ORD2379,8,2,134,3,0,S-1,5
ORD2380,6,3,106,3,4,S-1,4
ORD2381,9,1,121,8,0,S-3,3
ORD2382,2,1,63,3,0,S-2,4
ORD2383,3,2,88,5,0,S-3,2
ORD2384,8,2,193,8,1,S-2,5
ORD2385,2,3,67,2,4,S-3,5
ORD2386,2,4,124,6,2,S-1,2
ORD2387,5,1,151,6,3,S-3,5
ORD2388,6,4,69,0,4,S-2,4
ORD2389,2,3,166,1,1,S-3,5
ORD2390,7,1,166,4,4,S-2,4
ORD2391,8,3,53,7,2,S-3,5
ORD2392,9,2,133,5,4,S-2,4
ORD2393,9,3,197,6,1,S-2,4
ORD2394,2,2,188,2,1,S-2,2
ORD2395,3,4,163,5,3,S-3,2
ORD2396,6,1,114,8,2,S-3,6
ORD2397,6,1,195,2,3,S-1,2
ORD2398,9,4,93,5,0,S-2,4
ORD2399,2,2,167,6,1,S-1,4
ORD2400,6,1,149,4,3,S-1,5
ORD2401,3,3,67,9,1,S-2,5
ORD2402,9,2,177,7,1,S-1,6
ORD2403,8,1,87,7,0,S-3,4
ORD2404,3,3,185,5,1,S-1,6
ORD2405,3,3,153,6,3,S-3,4
ORD2406,7,1,62,2,2,S-2,2
ORD2407,5,4,104,6,4,S-2,5
ORD2408,2,4,137,6,3,S-2,6
ORD2409,8,1,134,3,0,S-1,3
ORD2410,9,3,158,9,4,S-2,4
ORD2411,6,4,92,3,1,S-2,2
ORD2412,3,4,181,2,3,S-3,3
ORD2413,9,4,120,9,4,S-1,2
ORD2414,2,2,61,6,3,S-1,2
ORD2415,8,4,108,4,1,S-2,4
ORD2416,8,1,93,2,3,S-1,2
ORD2417,2,1,65,5,0,S-2,6
ORD2418,5,2,183,5,4,S-3,3
ORD2419,7,2,63,5,4,S-1,2
ORD2420,6,1,164,1,4,S-1,2
ORD2421,7,2,161,9,3,S-3,5
ORD2422,8,4,172,6,1,S-1,5
ORD2423,6,3,107,6,3,S-2,6
ORD2424,8,3,169,9,3,S-1,5
ORD2425,3,3,84,3,4,S-1,2
ORD2426,3,1,59,5,1,S-3,2
ORD2427,2,2,130,3,2,S-3,3
ORD2428,6,3,93,3,1,S-2,5
ORD2429,6,4,120,5,3,S-1,4
ORD2430,8,4,67,8,0,S-1,5
ORD2431,7,4,132,6,1,S-3,2
ORD2432,3,2,128,1,4,S-2,3
ORD2433,4,3,135,5,0,S-1,5
ORD2434,2,4,91,4,2,S-2,3
ORD2435,9,2,173,5,2,S-1,5
ORD2436,6,4,79,7,0,S-3,6
ORD2437,5,3,69,7,2,S-3,2
ORD2438,5,3,175,2,0,S-3,2
ORD2439,4,3,145,8,3,S-3,4
ORD2440,3,3,174,5,0,S-3,2
ORD2441,3,3,91,6,3,S-3,4
ORD2442,3,4,138,8,4,S-2,2
ORD2443,7,3,136,6,4,S-3,5
ORD2444,8,4,54,9,2,S-2,5
ORD2445,5,3,99,8,0,S-3,6
ORD2446,3,4,90,0,3,S-1,5
ORD2447,5,3,143,0,4,S-1,3
ORD2448,4,4,106,2,4,S-1,5
ORD2449,2,3,184,8,4,S-2,4
ORD2450,8,2,182,0,2,S-3,6
ORD2451,7,4,100,0,4,S-2,3
ORD2452,6,2,155,4,1,S-3,3
ORD2453,4,4,185,7,2,S-1,2
ORD2454,8,4,60,1,0,S-2,4
ORD2455,5,4,199,3,1,S-3,5
ORD2456,4,1,147,5,2,S-2,5
ORD2457,6,3,148,0,2,S-2,2
ORD2458,8,2,188,3,3,S-1,5
ORD2459,7,2,145,3,1,S-1,3
ORD2460,9,4,155,8,1,S-1,5
ORD2461,2,2,192,8,1,S-1,5
ORD2462,6,2,50,5,4,S-1,3
ORD2463,8,2,95,7,4,S-3,4
ORD2464,7,2,137,9,0,S-3,4
ORD2465,5,1,71,3,0,S-1,3
ORD2466,6,4,52,9,0,S-1,3
ORD2467,9,2,191,7,4,S-1,6
ORD2468,4,1,179,2,3,S-2,6
ORD2469,3,1,110,1,0,S-1,5
ORD2470,4,4,87,5,2,S-3,5
ORD2471,5,3,95,4,4,S-3,6
ORD2472,8,3,183,7,3,S-2,5
ORD2473,9,3,90,0,2,S-3,4
ORD2474,2,2,188,9,2,S-1,4
ORD2475,6,4,159,2,4,S-2,2
ORD2476,8,3,90,6,1,S-2,6
ORD2477,2,2,106,9,3,S-3,4
ORD2478,5,4,172,3,4,S-1,2
ORD2479,6,2,135,9,1,S-1,3
ORD2480,7,3,112,4,4,S-1,4
ORD2481,7,3,88,7,4,S-2,2
ORD2482,8,1,187,0,2,S-3,5
ORD2483,4,1,76,0,4,S-3,2
ORD2484,8,4,130,6,1,S-3,4
ORD2485,4,2,156,8,2,S-1,5
ORD2486,9,2,85,3,1,S-2,5
ORD2487,5,3,134,7,1,S-2,2
ORD2488,7,3,77,9,2,S-3,2
ORD2489,9,4,65,6,1,S-3,4
ORD2490,6,1,84,1,0,S-2,5
ORD2491,7,3,148,4,4,S-3,6
ORD2492,4,2,196,8,2,S-2,2
ORD2493,8,3,171,8,2,S-2,6
ORD2494,5,1,72,2,0,S-3,6
ORD2495,7,2,168,2,0,S-2,5
ORD2496,9,1,112,1,0,S-2,4
ORD2497,5,4,119,6,0,S-3,6
ORD2498,9,4,199,5,3,S-3,4
ORD2499,7,1,129,4,2,S-3,2
ORD2500,8,2,108,6,1,S-2,5
ORD2501,2,1,66,3,2,S-3,3
ORD2502,8,3,88,4,2,S-3,5
ORD2503,7,3,126,8,2,S-2,3
ORD2504,4,1,141,8,0,S-2,2
ORD2505,8,3,73,3,0,S-3,4
ORD2506,6,1,137,5,3,S-3,2
ORD2507,4,3,93,1,2,S-2,5
ORD2508,4,1,85,2,4,S-2,3
ORD2509,4,3,148,8,3,S-1,3
ORD2510,5,2,119,5,0,S-2,5
ORD2511,3,2,171,7,2,S-2,5
ORD2512,3,3,173,4,0,S-1,2
ORD2513,2,1,129,1,1,S-3,6
ORD2514,9,3,94,6,0,S-1,3
ORD2515,9,4,188,5,0,S-2,5
ORD2516,4,4,80,1,3,S-1,2
ORD2517,3,1,134,5,1,S-1,6
ORD2518,2,3,94,7,4,S-1,4
ORD2519,5,3,164,0,4,S-1,5
ORD2520,4,2,116,3,4,S-1,6
ORD2521,6,1,125,0,2,S-1,4
ORD2522,5,4,89,1,4,S-3,4
ORD2523,2,4,90,0,2,S-1,2
ORD2524,5,1,169,5,0,S-1,3
ORD2525,6,4,130,5,4,S-1,5
ORD2526,9,1,87,0,3,S-1,6
ORD2527,5,4,149,3,1,S-2,4
ORD2528,2,4,106,3,1,S-1,3
ORD2529,9,1,115,7,0,S-1,4
ORD2530,9,1,79,5,1,S-1,5
ORD2531,9,4,59,1,1,S-3,5
ORD2532,6,4,110,4,0,S-1,2
ORD2533,6,2,85,3,0,S-2,5
ORD2534,9,3,103,9,0,S-3,5
ORD2535,5,1,146,3,3,S-2,5
ORD2536,6,1,53,7,0,S-3,3
ORD2537,8,3,103,4,0,S-3,6
ORD2538,5,2,160,2,0,S-1,6
ORD2539,4,4,140,9,4,S-1,5
ORD2540,6,4,138,3,4,S-3,6
ORD2541,5,2,113,0,3,S-1,5
ORD2542,4,2,168,5,3,S-1,6
ORD2543,6,3,141,9,1,S-3,6
ORD2544,4,3,199,3,4,S-3,4
ORD2545,7,4,130,5,3,S-2,3
ORD2546,6,2,108,1,3,S-3,4
ORD2547,7,2,93,4,1,S-2,4
ORD2548,2,4,125,8,0,S-2,6
ORD2549,2,4,193,7,2,S-1,2
ORD2550,5,4,150,2,1,S-1,2
ORD2551,3,4,174,0,2,S-3,3
ORD2552,7,4,65,9,1,S-3,5
ORD2553,7,3,104,2,1,S-2,6
ORD2554,2,4,144,7,0,S-2,3
ORD2555,7,2,128,2,3,S-1,4
ORD2556,3,1,126,4,4,S-3,6
ORD2557,9,3,89,1,1,S-3,4
ORD2558,4,2,70,0,0,S-3,3
ORD2559,4,1,115,9,2,S-3,2
ORD2560,3,3,185,4,3,S-1,3
ORD2561,7,4,59,4,1,S-1,6
ORD2562,7,3,181,5,2,S-2,6
ORD2563,7,4,92,1,1,S-1,5
ORD2564,8,4,154,8,4,S-2,2
ORD2565,5,4,112,1,4,S-1,6
ORD2566,6,1,131,1,3,S-1,2
ORD2567,3,3,100,4,2,S-3,6
ORD2568,3,4,105,8,4,S-2,2
ORD2569,8,2,83,3,0,S-2,3
ORD2570,3,3,108,5,3,S-2,2
ORD2571,9,2,179,1,1,S-1,4
ORD2572,9,1,179,3,2,S-3,3
ORD2573,3,1,187,8,2,S-1,6
ORD2574,8,3,192,1,0,S-3,6
ORD2575,3,1,167,0,4,S-1,5
ORD2576,7,1,177,3,2,S-2,4
ORD2577,8,3,66,3,0,S-1,5
ORD2578,5,2,131,0,0,S-2,3
ORD2579,2,4,63,3,1,S-3,5
ORD2580,7,3,130,2,0,S-2,3
ORD2581,9,3,172,1,3,S-2,5
ORD2582,7,4,65,9,2,S-2,2
ORD2583,6,2,81,3,3,S-2,3
ORD2584,8,4,72,7,0,S-3,3
ORD2585,9,4,151,6,0,S-1,2
ORD2586,2,2,147,8,3,S-1,2
ORD2587,3,2,193,7,1,S-1,4
ORD2588,2,4,153,0,0,S-1,2
ORD2589,5,4,175,1,3,S-2,5
ORD2590,4,3,117,1,3,S-3,2
ORD2591,7,2,113,7,2,S-3,2
ORD2592,8,1,120,3,1,S-1,3
ORD2593,8,2,67,8,4,S-1,3
ORD2594,2,4,162,1,3,S-3,2
ORD2595,6,4,174,3,2,S-3,4
ORD2596,9,4,176,0,4,S-2,3
ORD2597,5,4,110,2,2,S-3,5
ORD2598,4,1,124,5,2,S-3,5
ORD2599,5,2,156,8,1,S-2,2
ORD2600,8,1,197,0,0,S-2,2
ORD2601,3,1,188,4,1,S-2,4
ORD2602,4,4,130,1,4,S-3,2
ORD2603,9,1,155,6,1,S-3,6
ORD2604,9,4,77,3,0,S-3,6
ORD2605,8,4,57,4,1,S-2,2
ORD2606,6,4,140,7,1,S-3,6
ORD2607,4,1,199,1,1,S-3,5
ORD2608,8,4,170,2,3,S-2,2
ORD2609,6,1,115,4,3,S-1,5
ORD2610,3,2,144,9,1,S-1,5
ORD2611,6,4,113,3,0,S-3,6
ORD2612,5,3,114,4,0,S-2,4
ORD2613,2,3,174,2,0,S-2,5
ORD2614,5,3,63,8,0,S-3,6
ORD2615,9,3,74,7,2,S-3,4
ORD2616,8,3,149,5,1,S-1,6
ORD2617,8,1,154,0,1,S-2,6
ORD2618,7,2,180,3,2,S-3,2
ORD2619,5,1,182,6,0,S-2,3
ORD2620,4,4,114,9,4,S-3,4
ORD2621,9,2,68,4,4,S-1,6
ORD2622,3,2,155,3,2,S-3,5
ORD2623,9,2,103,8,4,S-1,5
ORD2624,7,2,187,7,3,S-1,3
ORD2625,7,3,193,2,1,S-3,4
ORD2626,7,4,153,5,4,S-3,2
ORD2627,8,2,64,3,3,S-1,4
ORD2628,2,2,97,6,1,S-2,5
ORD2629,6,3,188,0,3,S-2,5
ORD2630,4,1,83,0,1,S-1,2
ORD2631,9,1,148,5,1,S-1,2
ORD2632,8,1,68,9,4,S-3,5
ORD2633,9,4,119,6,2,S-3,6
ORD2634,3,1,164,8,4,S-1,6
ORD2635,8,2,145,6,0,S-1,2
ORD2636,2,3,124,8,3,S-2,6
ORD2637,9,3,199,9,0,S-2,2
ORD2638,8,1,85,8,1,S-2,4
ORD2639,8,3,112,7,4,S-1,4
ORD2640,5,2,142,6,0,S-1,4
ORD2641,3,1,54,2,0,S-2,2
ORD2642,7,2,74,2,0,S-2,2
ORD2643,3,4,147,4,1,S-3,6
ORD2644,3,2,61,6,1,S-3,6
ORD2645,5,2,199,9,1,S-1,6
ORD2646,6,2,186,6,0,S-3,3
ORD2647,8,2,133,0,3,S-1,2
ORD2648,4,4,78,7,4,S-1,4
ORD2649,7,1,158,0,4,S-1,4
ORD2650,9,2,76,3,1,S-2,3
ORD2651,6,1,104,1,0,S-3,3
ORD2652,2,3,182,4,3,S-3,4
ORD2653,8,2,101,5,2,S-3,2
ORD2654,7,2,62,3,1,S-3,4
ORD2655,4,3,91,3,2,S-2,4
ORD2656,8,1,192,6,4,S-3,3
ORD2657,2,4,128,3,4,S-3,3
ORD2658,5,2,67,1,3,S-2,6
ORD2659,6,3,99,3,3,S-3,3
ORD2660,8,3,51,6,2,S-3,4
ORD2661,7,2,136,0,4,S-2,6
ORD2662,3,1,156,3,3,S-2,4
ORD2663,9,1,190,5,3,S-2,2
ORD2664,9,2,96,7,4,S-2,2
ORD2665,9,3,138,7,4,S-1,3
ORD2666,4,2,61,8,0,S-2,6
ORD2667,8,4,62,4,3,S-3,5
ORD2668,9,4,186,1,2,S-3,2
ORD2669,7,1,108,2,1,S-3,2
ORD2670,3,4,92,1,1,S-3,2
ORD2671,7,3,123,8,4,S-1,2
ORD2672,8,4,72,5,2,S-1,3
ORD2673,2,2,128,0,0,S-1,6
ORD2674,3,3,72,2,3,S-3,2
ORD2675,3,1,150,6,0,S-3,3
ORD2676,7,1,193,6,2,S-2,6
ORD2677,5,4,158,4,0,S-2,6
ORD2678,8,1,160,2,4,S-3,5
ORD2679,9,2,66,6,1,S-2,4
ORD2680,5,3,135,4,4,S-2,2
ORD2681,6,2,88,5,3,S-3,3
ORD2682,9,2,90,2,4,S-1,6
ORD2683,2,2,97,5,2,S-3,5
ORD2684,5,2,126,6,2,S-3,4
ORD2685,7,3,50,7,3,S-2,6
ORD2686,8,3,166,1,3,S-2,6
ORD2687,5,2,68,1,1,S-3,2
ORD2688,6,2,108,5,0,S-1,4
ORD2689,4,1,156,7,1,S-3,4
ORD2690,6,1,187,4,4,S-1,3
ORD2691,3,3,77,0,0,S-1,5
ORD2692,9,1,83,0,3,S-3,3
ORD2693,8,3,88,9,2,S-3,5
ORD2694,3,3,175,8,4,S-3,3
ORD2695,5,4,132,3,1,S-1,5
ORD2696,5,3,155,9,3,S-2,2
ORD2697,6,1,159,0,0,S-1,5
ORD2698,6,4,170,7,0,S-1,3
ORD2699,7,1,156,1,2,S-1,4
ORD2700,2,3,180,1,3,S-2,6
ORD2701,7,3,72,0,3,S-1,5
ORD2702,3,2,194,0,4,S-1,5
ORD2703,7,3,120,8,4,S-1,4
ORD2704,6,4,156,0,0,S-2,2
ORD2705,8,3,195,5,1,S-1,3
ORD2706,7,2,95,6,0,S-2,2
ORD2707,4,3,119,3,4,S-2,5
ORD2708,9,3,80,4,4,S-3,5
ORD2709,2,3,142,3,4,S-3,2
ORD2710,6,2,186,3,0,S-3,3
ORD2711,8,1,167,9,3,S-2,5
ORD2712,5,3,130,0,1,S-3,5
ORD2713,9,4,109,5,1,S-3,2
ORD2714,7,2,125,9,4,S-3,6
ORD2715,6,4,112,9,2,S-2,4
ORD2716,5,3,149,6,0,S-1,5
ORD2717,5,2,97,6,3,S-3,3
ORD2718,3,3,123,7,4,S-3,6
ORD2719,3,4,107,6,2,S-3,2
ORD2720,8,2,79,5,4,S-3,2
ORD2721,6,1,59,7,2,S-2,3
ORD2722,9,1,88,2,1,S-1,6
ORD2723,8,1,104,8,2,S-1,3
ORD2724,6,3,77,2,1,S-3,5
ORD2725,4,2,195,3,1,S-1,6
ORD2726,2,4,167,9,0,S-3,4
ORD2727,2,4,163,5,2,S-3,4
ORD2728,9,3,124,7,3,S-1,3
ORD2729,6,3,114,2,3,S-1,4
ORD2730,3,4,130,9,2,S-2,3
ORD2731,9,2,149,5,0,S-3,5
ORD2732,7,3,149,4,3,S-1,5
ORD2733,8,2,95,4,4,S-2,3
ORD2734,4,4,109,4,3,S-1,5
ORD2735,2,2,186,8,0,S-1,4
ORD2736,6,1,146,6,1,S-3,5
ORD2737,3,4,52,8,1,S-2,4
ORD2738,3,1,185,8,1,S-3,4
ORD2739,3,4,163,5,0,S-1,2
ORD2740,8,1,165,5,1,S-2,5
ORD2741,7,2,107,3,1,S-3,5
ORD2742,5,4,119,7,0,S-2,3
ORD2743,9,4,142,1,4,S-1,3
ORD2744,8,1,189,4,3,S-2,6
ORD2745,7,2,186,0,0,S-1,4
ORD2746,3,4,154,9,0,S-3,2
ORD2747,6,3,98,1,2,S-1,4
ORD2748,9,1,132,0,1,S-1,5
ORD2749,4,4,66,5,4,S-2,6
ORD2750,7,2,103,1,2,S-2,4
ORD2751,6,2,161,3,4,S-3,6
ORD2752,8,2,98,4,1,S-2,4
ORD2753,8,2,193,6,1,S-3,5
ORD2754,9,1,134,9,1,S-1,5
ORD2755,3,4,61,0,3,S-1,4
ORD2756,4,1,175,4,4,S-2,2
ORD2757,2,1,147,3,4,S-1,5
ORD2758,2,2,185,6,2,S-1,3
ORD2759,8,3,198,9,0,S-3,2
ORD2760,6,2,97,6,1,S-2,4
ORD2761,4,3,185,7,1,S-3,2
ORD2762,6,1,77,3,2,S-1,3
ORD2763,4,2,129,3,4,S-1,5
ORD2764,4,2,59,9,3,S-1,5
ORD2765,8,1,101,4,4,S-2,5
ORD2766,6,2,192,4,3,S-1,3
ORD2767,8,4,181,2,3,S-1,2
ORD2768,9,3,139,4,4,S-3,4
ORD2769,4,3,111,4,1,S-2,4
ORD2770,7,3,156,7,3,S-1,2
ORD2771,3,2,181,6,2,S-3,5
ORD2772,9,4,90,7,2,S-1,4
ORD2773,4,2,148,4,3,S-3,5
ORD2774,7,3,104,1,1,S-1,6
ORD2775,4,2,77,7,3,S-2,6
ORD2776,7,3,150,8,2,S-2,4
ORD2777,6,1,96,1,2,S-3,2
ORD2778,2,3,186,0,4,S-1,2
ORD2779,5,1,179,5,1,S-2,2
ORD2780,9,1,166,2,4,S-1,5
ORD2781,4,1,157,0,0,S-2,6
ORD2782,5,3,118,5,3,S-3,5
ORD2783,4,4,77,7,4,S-2,3
ORD2784,6,3,128,8,1,S-1,3
ORD2785,6,2,63,5,3,S-1,4
ORD2786,7,2,95,5,3,S-1,3
ORD2787,4,4,190,0,3,S-3,2
ORD2788,6,4,65,4,3,S-3,4
ORD2789,6,4,130,2,3,S-1,6
ORD2790,4,1,107,6,1,S-1,6
ORD2791,7,4,97,8,0,S-2,3
ORD2792,7,4,98,5,2,S-2,3
ORD2793,7,4,138,4,0,S-2,6
ORD2794,7,3,179,6,2,S-1,3
ORD2795,2,2,63,8,4,S-2,3
ORD2796,4,2,152,4,3,S-1,5
ORD2797,8,4,170,4,4,S-3,6
ORD2798,2,2,194,9,4,S-2,6
ORD2799,6,3,172,3,2,S-1,3
ORD2800,2,2,187,4,1,S-1,2
ORD2801,9,1,119,6,3,S-3,5
ORD2802,8,3,152,2,4,S-3,2
ORD2803,8,2,151,3,0,S-3,3
ORD2804,8,2,113,8,3,S-3,6
ORD2805,7,3,67,1,1,S-2,2
ORD2806,6,2,112,7,3,S-3,4
ORD2807,2,2,98,8,4,S-1,2
ORD2808,2,4,105,4,0,S-1,6
ORD2809,9,1,140,6,4,S-1,3
ORD2810,4,3,107,5,1,S-1,2
ORD2811,2,4,104,0,2,S-1,3
ORD2812,9,2,134,7,0,S-3,5
ORD2813,6,3,68,8,1,S-1,4
ORD2814,7,3,152,9,1,S-3,6
ORD2815,4,1,161,0,4,S-3,6
ORD2816,9,1,157,7,4,S-3,3
ORD2817,2,3,96,2,4,S-3,4
ORD2818,4,1,156,5,2,S-2,6
ORD2819,5,1,133,9,3,S-2,2
ORD2820,4,2,177,7,3,S-2,6
ORD2821,8,1,107,4,4,S-2,2
ORD2822,7,1,192,7,4,S-2,6
ORD2823,8,4,193,6,2,S-1,2
ORD2824,5,2,146,6,3,S-2,5
ORD2825,8,2,96,6,2,S-1,3
ORD2826,5,3,189,8,1,S-1,5
ORD2827,4,1,152,5,3,S-3,2
ORD2828,6,4,133,5,4,S-3,3
ORD2829,7,4,98,8,0,S-3,4
ORD2830,6,2,180,5,1,S-2,2
ORD2831,7,1,161,6,0,S-1,6
ORD2832,9,4,109,6,2,S-2,6
ORD2833,7,3,115,1,2,S-3,4
ORD2834,8,1,136,7,2,S-3,5
ORD2835,8,1,175,5,4,S-1,2
ORD2836,6,1,75,3,2,S-1,6
ORD2837,3,4,120,6,0,S-3,3
ORD2838,9,2,123,7,1,S-2,4
ORD2839,5,2,96,0,4,S-2,5
ORD2840,8,3,125,9,1,S-1,5
ORD2841,9,4,145,3,2,S-3,3
ORD2842,8,1,80,3,3,S-2,3
ORD2843,8,3,71,9,4,S-1,4
ORD2844,4,3,66,8,2,S-1,3
ORD2845,6,2,197,5,4,S-1,6
ORD2846,6,1,185,3,3,S-2,5
ORD2847,8,1,147,0,0,S-1,3
ORD2848,4,4,98,7,0,S-2,2
ORD2849,8,4,136,8,0,S-1,3
ORD2850,5,4,87,4,3,S-2,5
ORD2851,4,3,102,4,1,S-3,6
ORD2852,8,1,77,9,3,S-2,3
ORD2853,7,2,126,7,3,S-3,6
ORD2854,3,3,188,7,2,S-1,2
ORD2855,7,3,67,4,0,S-2,5
ORD2856,3,2,99,3,4,S-1,4
ORD2857,4,2,138,5,1,S-3,5
ORD2858,7,4,199,9,4,S-1,4
ORD2859,5,2,94,4,2,S-1,4
ORD2860,9,2,176,7,2,S-1,5
ORD2861,7,2,142,8,1,S-3,4
ORD2862,6,2,70,0,4,S-3,6
ORD2863,9,4,125,8,1,S-2,2
ORD2864,9,3,140,8,1,S-2,3
ORD2865,3,1,145,5,0,S-2,4
ORD2866,3,1,145,9,4,S-2,4
ORD2867,8,3,124,4,0,S-1,5
ORD2868,5,1,159,6,0,S-3,6
ORD2869,3,1,131,7,0,S-3,3
ORD2870,3,3,177,8,3,S-1,4
ORD2871,8,1,152,8,2,S-2,6
ORD2872,5,1,182,9,2,S-3,3
ORD2873,7,3,193,2,3,S-1,5
ORD2874,4,1,188,7,1,S-1,4
ORD2875,7,2,84,0,4,S-2,5
ORD2876,6,3,161,6,4,S-2,5
ORD2877,6,4,136,4,4,S-3,4
ORD2878,3,1,168,1,0,S-3,6
ORD2879,9,4,147,1,4,S-2,6
ORD2880,6,1,130,7,4,S-3,5
ORD2881,4,2,187,4,4,S-2,5
ORD2882,3,3,131,2,2,S-1,2
ORD2883,8,4,185,0,3,S-1,3
ORD2884,6,3,75,6,1,S-1,5
ORD2885,9,4,52,2,3,S-3,5
ORD2886,8,1,108,6,4,S-2,3
ORD2887,2,2,165,1,1,S-1,4
ORD2888,2,4,180,3,1,S-1,6
ORD2889,2,4,179,1,3,S-3,4
ORD2890,8,2,194,3,3,S-3,3
ORD2891,2,2,85,4,3,S-1,3
ORD2892,7,2,135,7,3,S-3,2
ORD2893,2,2,147,1,0,S-3,2
ORD2894,3,2,173,9,2,S-3,6
ORD2895,5,3,122,2,2,S-3,5
