Order Number,Order Date,Order Status,Freight Cost
ORD2343,9/5/2022,On Time,121.96
ORD2344,9/6/2022,On Time,85.89
ORD2345,9/7/2022,On Time,111
ORD2346,9/8/2022,On Time,88.25
ORD2347,9/9/2022,On Time,80.45
ORD2348,9/10/2022,On Time,52.49
ORD2349,9/11/2022,On Time,50.39
ORD2350,9/12/2022,Late,72.72
ORD2351,9/13/2022,Late,90.64
ORD2352,9/14/2022,On Time,135.13
ORD2353,9/15/2022,Late,129.85
ORD2354,9/16/2022,On Time,76.72
ORD2355,9/17/2022,On Time,74.45
ORD2356,9/18/2022,On Time,72.73
ORD2357,9/19/2022,On Time,83.92
ORD2358,9/20/2022,On Time,99.82
ORD2359,9/21/2022,On Time,93.87
ORD2360,9/22/2022,On Time,71.83
ORD2361,9/23/2022,On Time,63.05
ORD2362,9/24/2022,On Time,51.26
ORD2363,9/25/2022,On Time,65.4
ORD2364,9/26/2022,On Time,120.54
ORD2365,9/27/2022,On Time,74.36
ORD2366,9/28/2022,On Time,96.86
ORD2367,9/29/2022,On Time,109.13
ORD2368,9/30/2022,On Time,138.68
ORD2369,10/1/2022,On Time,138.89
ORD2370,10/2/2022,On Time,124.57
ORD2371,10/3/2022,On Time,53.52
ORD2372,10/4/2022,On Time,107.51
ORD2373,10/5/2022,On Time,128.66
ORD2374,10/6/2022,On Time,51.73
ORD2375,10/7/2022,On Time,104.97
ORD2376,10/8/2022,On Time,135.78
ORD2377,10/9/2022,On Time,97.41
ORD2378,10/10/2022,On Time,50.41
ORD2379,10/11/2022,On Time,51.1
ORD2380,10/12/2022,Late,91.66
ORD2381,10/13/2022,On Time,65.5
ORD2382,10/14/2022,On Time,116.45
ORD2383,10/15/2022,On Time,120.88
ORD2384,10/16/2022,On Time,67.79
ORD2385,10/17/2022,On Time,138.85
ORD2386,10/18/2022,On Time,94.19
ORD2387,10/19/2022,On Time,64.28
ORD2388,10/20/2022,On Time,126.43
ORD2389,10/21/2022,On Time,129
ORD2390,10/22/2022,Late,113.93
ORD2391,10/23/2022,On Time,135.35
ORD2392,10/24/2022,On Time,123.74
ORD2393,10/25/2022,On Time,138.22
ORD2394,10/26/2022,On Time,93.39
ORD2395,10/27/2022,On Time,124.76
ORD2396,10/28/2022,On Time,149.98
ORD2397,10/29/2022,On Time,122.49
ORD2398,10/30/2022,On Time,61.42
ORD2399,10/31/2022,On Time,101.83
ORD2400,11/1/2022,Late,108.73
ORD2401,11/2/2022,On Time,67.42
ORD2402,11/3/2022,On Time,146.29
ORD2403,11/4/2022,On Time,67.56
ORD2404,11/5/2022,On Time,67.76
ORD2405,11/6/2022,On Time,141.52
ORD2406,11/7/2022,On Time,96.52
ORD2407,11/8/2022,On Time,56.32
ORD2408,11/9/2022,On Time,109.82
ORD2409,11/10/2022,On Time,110.18
ORD2410,11/11/2022,On Time,56.45
ORD2411,11/12/2022,On Time,147.25
ORD2412,11/13/2022,Late,104.4
ORD2413,11/14/2022,On Time,105.98
ORD2414,11/15/2022,On Time,102.01
ORD2415,11/16/2022,Late,111.07
ORD2416,11/17/2022,On Time,76.43
ORD2417,11/18/2022,Late,78.72
ORD2418,11/19/2022,On Time,101.13
ORD2419,11/20/2022,Late,130.67
ORD2420,11/21/2022,On Time,54.99
ORD2421,11/22/2022,On Time,110.34
ORD2422,11/23/2022,On Time,130.68
ORD2423,11/24/2022,Late,65.69
ORD2424,11/25/2022,Late,51.5
ORD2425,11/26/2022,On Time,81.27
ORD2426,11/27/2022,On Time,108.81
ORD2427,11/28/2022,Late,63.83
ORD2428,11/29/2022,On Time,92.61
ORD2429,11/30/2022,On Time,105.23
ORD2430,12/1/2022,Late,109.89
ORD2431,12/2/2022,On Time,77.44
ORD2432,12/3/2022,On Time,90
ORD2433,12/4/2022,On Time,127.83
ORD2434,12/5/2022,On Time,144.12
ORD2435,12/6/2022,Late,136.19
ORD2436,12/7/2022,On Time,106.43
ORD2437,12/8/2022,Late,91.03
ORD2438,12/9/2022,On Time,83.3
ORD2439,12/10/2022,Late,62.5
ORD2440,12/11/2022,On Time,60.66
ORD2441,12/12/2022,On Time,118.84
ORD2442,12/13/2022,On Time,75.98
ORD2443,12/14/2022,On Time,75.47
ORD2444,12/15/2022,On Time,149.82
ORD2445,12/16/2022,Late,68.79
ORD2446,12/17/2022,On Time,64.81
ORD2447,12/18/2022,On Time,59.87
ORD2448,12/19/2022,On Time,107.98
ORD2449,12/20/2022,On Time,112.79
ORD2450,12/21/2022,On Time,86.52
ORD2451,12/22/2022,Late,103.54
ORD2452,12/23/2022,Late,128.84
ORD2453,12/24/2022,Late,131.81
ORD2454,12/25/2022,On Time,145.79
ORD2455,12/26/2022,On Time,132.43
ORD2456,12/27/2022,On Time,106.48
ORD2457,12/28/2022,On Time,67.97
ORD2458,12/29/2022,Late,59.98
ORD2459,12/30/2022,On Time,55.45
ORD2460,12/31/2022,On Time,116.65
ORD2461,1/1/2022,On Time,130.75
ORD2462,1/2/2022,On Time,100.87
ORD2463,1/3/2022,Late,55.47
ORD2464,1/4/2022,On Time,103.55
ORD2465,1/5/2022,On Time,143.57
ORD2466,1/6/2022,Late,109.76
ORD2467,1/7/2022,On Time,130.94
ORD2468,1/8/2022,On Time,130.02
ORD2469,1/9/2022,On Time,143.21
ORD2470,1/10/2022,On Time,127.02
ORD2471,1/11/2022,On Time,124.77
ORD2472,1/12/2022,Late,73.41
ORD2473,1/13/2022,On Time,55.99
ORD2474,1/14/2022,Late,101.76
ORD2475,1/15/2022,On Time,62.44
ORD2476,1/16/2022,On Time,146.22
ORD2477,1/17/2022,On Time,78.99
ORD2478,1/18/2022,On Time,135.29
ORD2479,1/19/2022,On Time,88.76
ORD2480,1/20/2022,Late,82.32
ORD2481,1/21/2022,On Time,143.52
ORD2482,1/22/2022,On Time,86.33
ORD2483,1/23/2022,On Time,89.03
ORD2484,1/24/2022,On Time,60.61
ORD2485,1/25/2022,On Time,117.04
ORD2486,1/26/2022,On Time,78.88
ORD2487,1/27/2022,On Time,108.56
ORD2488,1/28/2022,On Time,109.14
ORD2489,1/29/2022,On Time,121.92
ORD2490,1/30/2022,On Time,124.52
ORD2491,1/31/2022,On Time,101.45
ORD2492,2/1/2022,On Time,83.1
ORD2493,2/2/2022,Late,133.75
ORD2494,2/3/2022,On Time,80.99
ORD2495,2/4/2022,On Time,100.75
ORD2496,2/5/2022,On Time,90.13
ORD2497,2/6/2022,Late,135.51
ORD2498,2/7/2022,On Time,93.19
ORD2499,2/8/2022,On Time,88.61
ORD2500,2/9/2022,Late,118.98
ORD2501,2/10/2022,On Time,110.24
ORD2502,2/11/2022,On Time,60.72
ORD2503,2/12/2022,On Time,100.82
ORD2504,2/13/2022,On Time,123.55
ORD2505,2/14/2022,Late,149.21
ORD2506,2/15/2022,On Time,112.91
ORD2507,2/16/2022,On Time,87.03
ORD2508,2/17/2022,On Time,72.62
ORD2509,2/18/2022,On Time,137.28
ORD2510,2/19/2022,On Time,131.46
ORD2511,2/20/2022,On Time,73.39
ORD2512,2/21/2022,On Time,70.06
ORD2513,2/22/2022,On Time,121.51
ORD2514,2/23/2022,On Time,81.5
ORD2515,2/24/2022,On Time,80.64
ORD2516,2/25/2022,On Time,65.23
ORD2517,2/26/2022,On Time,76.4
ORD2518,2/27/2022,Late,92.75
ORD2519,2/28/2022,On Time,123.28
ORD2520,2/28/2022,On Time,83.63
ORD2521,3/1/2022,On Time,82.86
ORD2522,3/2/2022,On Time,78.49
ORD2523,3/3/2022,On Time,97.83
ORD2524,3/4/2022,On Time,68.06
ORD2525,3/5/2022,On Time,98.56
ORD2526,3/6/2022,On Time,120.42
ORD2527,3/7/2022,On Time,52.98
ORD2528,3/8/2022,On Time,50.98
ORD2529,3/9/2022,On Time,57.51
ORD2530,3/10/2022,Late,103.57
ORD2531,3/11/2022,On Time,135.45
ORD2532,3/12/2022,On Time,50.49
ORD2533,3/13/2022,On Time,143.67
ORD2534,3/14/2022,Late,60.63
ORD2535,3/15/2022,On Time,134.2
ORD2536,3/16/2022,Late,98.29
ORD2537,3/17/2022,On Time,115.94
ORD2538,3/18/2022,On Time,101.07
ORD2539,3/19/2022,Late,97.7
ORD2540,3/20/2022,On Time,133.49
ORD2541,3/21/2022,On Time,125.59
ORD2542,3/22/2022,On Time,98.34
ORD2543,3/23/2022,Late,61.16
ORD2544,3/24/2022,On Time,61.54
ORD2545,3/25/2022,On Time,130.15
ORD2546,3/26/2022,On Time,102.94
ORD2547,3/27/2022,On Time,98.16
ORD2548,3/28/2022,On Time,118.06
ORD2549,3/29/2022,Late,135.88
ORD2550,3/30/2022,Late,112.89
ORD2551,3/31/2022,Late,126.28
ORD2552,4/1/2022,On Time,126.53
ORD2553,4/2/2022,On Time,85.63
ORD2554,4/3/2022,On Time,77.41
ORD2555,4/4/2022,On Time,130.12
ORD2556,4/5/2022,On Time,87.72
ORD2557,4/6/2022,Late,140.33
ORD2558,4/7/2022,On Time,56.97
ORD2559,4/8/2022,On Time,55.82
ORD2560,4/9/2022,On Time,142.7
ORD2561,4/10/2022,On Time,114.85
ORD2562,4/11/2022,On Time,87.96
ORD2563,4/12/2022,On Time,125.51
ORD2564,4/13/2022,On Time,117.23
ORD2565,4/14/2022,On Time,103.12
ORD2566,4/15/2022,On Time,59.89
ORD2567,4/16/2022,On Time,131.22
ORD2568,4/17/2022,On Time,136.6
ORD2569,4/18/2022,On Time,67.22
ORD2570,4/19/2022,On Time,135.05
ORD2571,4/20/2022,On Time,137.78
ORD2572,4/21/2022,On Time,104.94
ORD2573,4/22/2022,On Time,115.62
ORD2574,4/23/2022,Late,88.22
ORD2575,4/24/2022,On Time,78.18
ORD2576,4/25/2022,On Time,122.2
ORD2577,4/26/2022,On Time,136.19
ORD2578,4/27/2022,On Time,115.41
ORD2579,4/28/2022,On Time,101.16
ORD2580,4/29/2022,On Time,65.89
ORD2581,4/30/2022,On Time,55.35
ORD2582,5/1/2022,On Time,94.57
ORD2583,5/2/2022,On Time,54.93
ORD2584,5/3/2022,On Time,106.93
ORD2585,5/4/2022,On Time,88.27
ORD2586,5/5/2022,On Time,125.72
ORD2587,5/6/2022,On Time,80.56
ORD2588,5/7/2022,On Time,109.3
ORD2589,5/8/2022,On Time,103.77
ORD2590,5/9/2022,Late,50.47
ORD2591,5/10/2022,On Time,57.24
ORD2592,5/11/2022,Late,79.04
ORD2593,5/12/2022,On Time,138.22
ORD2594,5/13/2022,On Time,64.7
ORD2595,5/14/2022,On Time,121.09
ORD2596,5/15/2022,On Time,147.34
ORD2597,5/16/2022,On Time,129.06
ORD2598,5/17/2022,On Time,74.29
ORD2599,5/18/2022,On Time,140.84
ORD2600,5/19/2022,Late,59.31
ORD2601,5/20/2022,On Time,96.81
ORD2602,5/21/2022,On Time,138.75
ORD2603,5/22/2022,On Time,114.13
ORD2604,5/23/2022,On Time,91.36
ORD2605,5/24/2022,On Time,79.28
ORD2606,5/25/2022,On Time,87.51
ORD2607,5/26/2022,On Time,100.89
ORD2608,5/27/2022,On Time,81.9
ORD2609,5/28/2022,Late,146.9
ORD2610,5/29/2022,On Time,143.31
ORD2611,5/30/2022,On Time,137.07
ORD2612,5/31/2022,Late,92.18
ORD2613,6/1/2022,On Time,119.13
ORD2614,6/2/2022,On Time,140.28
ORD2615,6/3/2022,Late,135.04
ORD2616,6/4/2022,On Time,91.43
ORD2617,6/5/2022,On Time,61.24
ORD2618,6/6/2022,On Time,57.56
ORD2619,6/7/2022,On Time,107.71
ORD2620,6/8/2022,On Time,114.26
ORD2621,6/9/2022,Late,134.98
ORD2622,6/10/2022,On Time,79.25
ORD2623,6/11/2022,On Time,66.75
ORD2624,6/12/2022,Late,87.9
ORD2625,6/13/2022,On Time,85.36
ORD2626,6/14/2022,On Time,63.25
ORD2627,6/15/2022,On Time,117.23
ORD2628,6/16/2022,On Time,100.87
ORD2629,6/17/2022,On Time,122.11
ORD2630,6/18/2022,Late,85.27
ORD2631,6/19/2022,On Time,82.57
ORD2632,6/20/2022,On Time,97.26
ORD2633,6/21/2022,On Time,137.74
ORD2634,6/22/2022,Late,54.03
ORD2635,6/23/2022,Late,130.48
ORD2636,6/24/2022,On Time,86.9
ORD2637,6/25/2022,On Time,135.46
ORD2638,6/26/2022,On Time,130.22
ORD2639,6/27/2022,On Time,84.88
ORD2640,6/28/2022,On Time,119.39
ORD2641,6/29/2022,On Time,65.96
ORD2642,6/30/2022,Late,139.63
ORD2643,7/1/2022,On Time,90.45
ORD2644,7/2/2022,On Time,95.56
ORD2645,7/3/2022,On Time,120.58
ORD2646,7/4/2022,On Time,132.08
ORD2647,7/5/2022,On Time,73.63
ORD2648,7/6/2022,On Time,116.14
ORD2649,7/7/2022,On Time,89.2
ORD2650,7/8/2022,On Time,86.87
ORD2651,7/9/2022,Late,119
ORD2652,7/10/2022,On Time,88.72
ORD2653,7/11/2022,On Time,84.61
ORD2654,7/12/2022,Late,133.59
ORD2655,7/13/2022,On Time,60.13
ORD2656,7/14/2022,On Time,117.59
ORD2657,7/15/2022,Late,74.87
ORD2658,7/16/2022,On Time,51.55
ORD2659,7/17/2022,On Time,66.68
ORD2660,7/18/2022,On Time,110.67
ORD2661,7/19/2022,On Time,120.91
ORD2662,7/20/2022,On Time,52.11
ORD2663,7/21/2022,On Time,53.64
ORD2664,7/22/2022,On Time,140.25
ORD2665,7/23/2022,On Time,57.33
ORD2666,7/24/2022,On Time,139.42
ORD2667,7/25/2022,On Time,72.82
ORD2668,7/26/2022,On Time,124
ORD2669,7/27/2022,Late,80.97
ORD2670,7/28/2022,On Time,135.88
ORD2671,7/29/2022,Late,120.05
ORD2672,7/30/2022,On Time,90.18
ORD2673,7/31/2022,On Time,57.63
ORD2674,8/1/2022,On Time,123.27
ORD2675,8/2/2022,Late,111.69
ORD2676,8/3/2022,On Time,50.29
ORD2677,8/4/2022,On Time,50.94
ORD2678,8/5/2022,On Time,130.88
ORD2679,8/6/2022,On Time,75.94
ORD2680,8/7/2022,On Time,113.61
ORD2681,8/8/2022,Late,95.42
ORD2682,8/9/2022,Late,136.34
ORD2683,8/10/2022,On Time,141.7
ORD2684,8/11/2022,On Time,149.68
ORD2685,8/12/2022,On Time,65.37
ORD2686,8/13/2022,On Time,136.3
ORD2687,8/14/2022,On Time,76.6
ORD2688,8/15/2022,On Time,109.08
ORD2689,8/16/2022,On Time,100.58
ORD2690,8/17/2022,Late,51.8
ORD2691,8/18/2022,On Time,143.28
ORD2692,8/19/2022,On Time,57.83
ORD2693,8/20/2022,On Time,118.82
ORD2694,8/21/2022,On Time,128.5
ORD2695,8/22/2022,On Time,129.53
ORD2696,8/23/2022,On Time,63.55
ORD2697,8/24/2022,On Time,94.76
ORD2698,8/25/2022,Late,132.94
ORD2699,8/26/2022,On Time,80.27
ORD2700,8/27/2022,On Time,96.77
ORD2701,8/28/2022,On Time,77.28
ORD2702,8/29/2022,On Time,96.36
ORD2703,8/30/2022,On Time,138.78
ORD2704,8/31/2022,Late,95.51
ORD2705,9/1/2022,On Time,105.59
ORD2706,9/2/2022,On Time,90.4
ORD2707,9/3/2022,On Time,96.01
ORD2708,9/4/2022,On Time,51.52
ORD2709,9/5/2022,On Time,78.37
ORD2710,9/6/2022,On Time,93.66
ORD2711,9/7/2022,Late,113.38
ORD2712,9/8/2022,On Time,95.01
ORD2713,9/9/2022,On Time,83.78
ORD2714,9/10/2022,On Time,88.81
ORD2715,9/11/2022,Late,74.23
ORD2716,9/12/2022,On Time,142.45
ORD2717,9/13/2022,On Time,102.17
ORD2718,9/14/2022,On Time,51.34
ORD2719,9/15/2022,On Time,51.94
ORD2720,9/16/2022,On Time,147.3
ORD2721,9/17/2022,On Time,72.15
ORD2722,9/18/2022,On Time,130.56
ORD2723,9/19/2022,On Time,55.83
ORD2724,9/20/2022,Late,142.12
ORD2725,9/21/2022,On Time,137.44
ORD2726,9/22/2022,On Time,107.11
ORD2727,9/23/2022,On Time,50.9
ORD2728,9/24/2022,On Time,75.78
ORD2729,9/25/2022,On Time,90.68
ORD2730,9/26/2022,On Time,96.01
ORD2731,9/27/2022,On Time,79.77
ORD2732,9/28/2022,On Time,53.29
ORD2733,9/29/2022,On Time,109.01
ORD2734,9/30/2022,On Time,102.42
ORD2735,10/1/2022,On Time,78.3
ORD2736,10/2/2022,On Time,53.8
ORD2737,10/3/2022,On Time,149.46
ORD2738,10/4/2022,On Time,98.2
ORD2739,10/5/2022,On Time,125.6
ORD2740,10/6/2022,On Time,95.23
ORD2741,10/7/2022,On Time,54.32
ORD2742,10/8/2022,On Time,80.96
ORD2743,10/9/2022,On Time,82.01
ORD2744,10/10/2022,On Time,133.84
ORD2745,10/11/2022,On Time,115.42
ORD2746,10/12/2022,On Time,77.54
ORD2747,10/13/2022,On Time,146.77
ORD2748,10/14/2022,Late,82.15
ORD2749,10/15/2022,On Time,149.82
ORD2750,10/16/2022,On Time,149.62
ORD2751,10/17/2022,On Time,69.12
ORD2752,10/18/2022,On Time,81.27
ORD2753,10/19/2022,On Time,98.6
ORD2754,10/20/2022,On Time,116.41
ORD2755,10/21/2022,Late,102.8
ORD2756,10/22/2022,On Time,146.94
ORD2757,10/23/2022,On Time,122.4
ORD2758,10/24/2022,On Time,71.2
ORD2759,10/25/2022,On Time,60.51
ORD2760,10/26/2022,On Time,118.84
ORD2761,10/27/2022,On Time,65.85
ORD2762,10/28/2022,Late,128.77
ORD2763,10/29/2022,On Time,81.1
ORD2764,10/30/2022,On Time,82.69
ORD2765,10/31/2022,Late,51.08
ORD2766,11/1/2022,Late,120.1
ORD2767,11/2/2022,On Time,61.33
ORD2768,11/3/2022,On Time,127.29
ORD2769,11/4/2022,On Time,99.19
ORD2770,11/5/2022,Late,128.43
ORD2771,11/6/2022,On Time,108.39
ORD2772,11/7/2022,On Time,58.24
ORD2773,11/8/2022,On Time,126.57
ORD2774,11/9/2022,On Time,56.98
ORD2775,11/10/2022,Late,97.87
ORD2776,11/11/2022,Late,67.23
ORD2777,11/12/2022,On Time,125.23
ORD2778,11/13/2022,On Time,141.16
ORD2779,11/14/2022,On Time,105.41
ORD2780,11/15/2022,On Time,102.71
ORD2781,11/16/2022,On Time,126.4
ORD2782,11/17/2022,Late,50.51
ORD2783,11/18/2022,On Time,141.78
ORD2784,11/19/2022,On Time,69.74
ORD2785,11/20/2022,Late,148.41
ORD2786,11/21/2022,On Time,123.63
ORD2787,11/22/2022,On Time,127.43
ORD2788,11/23/2022,Late,115.62
ORD2789,11/24/2022,On Time,97.17
ORD2790,11/25/2022,On Time,107.16
ORD2791,11/26/2022,Late,54.64
ORD2792,11/27/2022,Late,112.4
ORD2793,11/28/2022,On Time,112.61
ORD2794,11/29/2022,On Time,139.12
ORD2795,11/30/2022,On Time,100.57
ORD2796,12/1/2022,Late,57.71
ORD2797,12/2/2022,Late,80.62
ORD2798,12/3/2022,On Time,115.56
ORD2799,12/4/2022,On Time,73.93
ORD2800,12/5/2022,On Time,78.05
ORD2801,12/6/2022,On Time,132.05
ORD2802,12/7/2022,On Time,108.43
ORD2803,12/8/2022,On Time,100.85
ORD2804,12/9/2022,Late,81.85
ORD2805,12/10/2022,On Time,123.09
ORD2806,12/11/2022,On Time,78.77
ORD2807,12/12/2022,On Time,123.71
ORD2808,12/13/2022,On Time,57.01
ORD2809,12/14/2022,On Time,136.45
ORD2810,12/15/2022,On Time,99.96
ORD2811,12/16/2022,Late,93.85
ORD2812,12/17/2022,Late,111.1
ORD2813,12/18/2022,On Time,112.42
ORD2814,12/19/2022,On Time,63.2
ORD2815,12/20/2022,On Time,125.62
ORD2816,12/21/2022,On Time,77.59
ORD2817,12/22/2022,On Time,140.5
ORD2818,12/23/2022,On Time,131.79
ORD2819,12/24/2022,On Time,84.63
ORD2820,12/25/2022,On Time,130.77
ORD2821,12/26/2022,On Time,85.64
ORD2822,12/27/2022,Late,60.09
ORD2823,12/28/2022,On Time,146.19
ORD2824,12/29/2022,On Time,115.26
ORD2825,12/30/2022,On Time,95.61
ORD2826,12/31/2022,Late,89.78
ORD2827,1/1/2022,On Time,82.47
ORD2828,1/2/2022,On Time,148.14
ORD2829,1/3/2022,On Time,63.47
ORD2830,1/4/2022,On Time,81.48
ORD2831,1/5/2022,On Time,98.55
ORD2832,1/6/2022,On Time,97.8
ORD2833,1/7/2022,Late,97.14
ORD2834,1/8/2022,On Time,67.58
ORD2835,1/9/2022,Late,64.49
ORD2836,1/10/2022,On Time,75.48
ORD2837,1/11/2022,Late,141.45
ORD2838,1/12/2022,On Time,61.31
ORD2839,1/13/2022,Late,125.74
ORD2840,1/14/2022,On Time,125.75
ORD2841,1/15/2022,On Time,130.98
ORD2842,1/16/2022,On Time,138.66
ORD2843,1/17/2022,On Time,76.3
ORD2844,1/18/2022,On Time,72.46
ORD2845,1/19/2022,On Time,96.55
ORD2846,1/20/2022,On Time,76.51
ORD2847,1/21/2022,On Time,123.43
ORD2848,1/22/2022,Late,113.59
ORD2849,1/23/2022,On Time,137.5
ORD2850,1/24/2022,On Time,58.27
ORD2851,1/25/2022,On Time,141.51
ORD2852,1/26/2022,On Time,79.33
ORD2853,1/27/2022,Late,99.07
ORD2854,1/28/2022,On Time,93.86
ORD2855,1/29/2022,On Time,126.03
ORD2856,1/30/2022,Late,92.03
ORD2857,1/31/2022,Late,144.36
ORD2858,2/1/2022,On Time,140.25
ORD2859,2/2/2022,Late,137.22
ORD2860,2/3/2022,Late,57.13
ORD2861,2/4/2022,On Time,135.43
ORD2862,2/5/2022,On Time,128.16
ORD2863,2/6/2022,On Time,60.35
ORD2864,2/7/2022,On Time,60.74
ORD2865,2/8/2022,On Time,60.12
ORD2866,2/9/2022,On Time,51.13
ORD2867,2/10/2022,On Time,104.86
ORD2868,2/11/2022,On Time,147.34
ORD2869,2/12/2022,On Time,93.87
ORD2870,2/13/2022,On Time,104.08
ORD2871,2/14/2022,On Time,146.8
ORD2872,2/15/2022,On Time,75.52
ORD2873,2/16/2022,On Time,135.85
ORD2874,2/17/2022,Late,104.64
ORD2875,2/18/2022,On Time,106.95
ORD2876,2/19/2022,On Time,84.32
ORD2877,2/20/2022,On Time,106.16
ORD2878,2/21/2022,On Time,57.31
ORD2879,2/22/2022,On Time,126.46
ORD2880,2/23/2022,Late,78.47
ORD2881,2/24/2022,Late,138.76
ORD2882,2/25/2022,On Time,86.79
ORD2883,2/26/2022,On Time,64.28
ORD2884,2/27/2022,Late,119.59
ORD2885,2/28/2022,On Time,66.46
ORD2886,3/1/2022,On Time,125.37
ORD2887,3/2/2022,Late,146.81
ORD2888,3/3/2022,On Time,127.96
ORD2889,3/4/2022,On Time,52.24
ORD2890,3/5/2022,On Time,109.99
ORD2891,3/6/2022,On Time,119.54
ORD2892,3/7/2022,On Time,132.55
ORD2893,3/8/2022,On Time,55.6
ORD2894,3/9/2022,On Time,98.01
ORD2895,3/10/2022,On Time,103.54
ORD2896,3/11/2022,On Time,66.91
ORD2897,3/12/2022,On Time,82.24
ORD2898,3/13/2022,On Time,94.02
ORD2899,3/14/2022,On Time,133.32
ORD2900,3/15/2022,Late,142.94
ORD2901,3/16/2022,On Time,112.84
ORD2902,3/17/2022,Late,89.49
ORD2903,3/18/2022,On Time,75.4
ORD2904,3/19/2022,On Time,148.21
ORD2905,3/20/2022,On Time,148.3
ORD2906,3/21/2022,Late,142.5
ORD2907,3/22/2022,On Time,128.57
ORD2908,3/23/2022,On Time,82.58
ORD2909,3/24/2022,On Time,131.7
ORD2910,3/25/2022,On Time,90.88
ORD2911,3/26/2022,On Time,82.68
ORD2912,3/27/2022,Late,124.49
ORD2913,3/28/2022,On Time,57.97
ORD2914,3/29/2022,On Time,54.86
ORD2915,3/30/2022,On Time,94.8
ORD2916,3/31/2022,On Time,94.56
ORD2917,4/1/2022,On Time,139.56
ORD2918,4/2/2022,On Time,62.62
ORD2919,4/3/2022,On Time,62.33
ORD2920,4/4/2022,Late,64.75
ORD2921,4/5/2022,On Time,52.97
ORD2922,4/6/2022,On Time,57.17
ORD2923,4/7/2022,On Time,115.99
ORD2924,4/8/2022,Late,93.16
ORD2925,4/9/2022,On Time,126.36
ORD2926,4/10/2022,On Time,149.26
ORD2927,4/11/2022,Late,115.9
ORD2928,4/12/2022,On Time,55.05
ORD2929,4/13/2022,On Time,60.46
ORD2930,4/14/2022,On Time,138.1
ORD2931,4/15/2022,Late,102.75
ORD2932,4/16/2022,On Time,132.48
ORD2933,4/17/2022,On Time,135.66
ORD2934,4/18/2022,On Time,142.77
ORD2935,4/19/2022,On Time,144.98
ORD2936,4/20/2022,On Time,105.48
ORD2937,4/21/2022,On Time,84.1
ORD2938,4/22/2022,On Time,146.19
ORD2939,4/23/2022,On Time,104.74
ORD2940,4/24/2022,On Time,56.43
ORD2941,4/25/2022,On Time,114.28
ORD2942,4/26/2022,Late,108.77
ORD2943,4/27/2022,On Time,139.58
ORD2944,4/28/2022,Late,115.32
ORD2945,4/29/2022,Late,84.91
ORD2946,4/30/2022,On Time,146.62
ORD2947,5/1/2022,On Time,130.16
ORD2948,5/2/2022,On Time,113.04
ORD2949,5/3/2022,On Time,79.29
ORD2950,5/4/2022,On Time,87.35
ORD2951,5/5/2022,On Time,117
ORD2952,5/6/2022,On Time,57.2
ORD2953,5/7/2022,Late,75.67
ORD2954,5/8/2022,On Time,121.39
ORD2955,5/9/2022,Late,98
ORD2956,5/10/2022,On Time,90.24
ORD2957,5/11/2022,Late,65.15
ORD2958,5/12/2022,On Time,94.18
ORD2959,5/13/2022,On Time,127.07
ORD2960,5/14/2022,On Time,76.4
ORD2961,5/15/2022,On Time,50.54
ORD2962,5/16/2022,On Time,116.85
ORD2963,5/17/2022,Late,147.26
ORD2964,5/18/2022,On Time,110.68
ORD2965,5/19/2022,On Time,61.99
ORD2966,5/20/2022,On Time,82.07
ORD2967,5/21/2022,Late,136.76
ORD2968,5/22/2022,On Time,73.26
ORD2969,5/23/2022,On Time,110.77
ORD2970,5/24/2022,On Time,90.27
ORD2971,5/25/2022,On Time,70.78
ORD2972,5/26/2022,On Time,131.34
ORD2973,5/27/2022,Late,124.28
ORD2974,5/28/2022,On Time,116.16
ORD2975,5/29/2022,Late,73.63
ORD2976,5/30/2022,On Time,59.79
ORD2977,5/31/2022,On Time,107.62
ORD2978,6/1/2022,Late,105.37
ORD2979,6/2/2022,On Time,68.84
ORD2980,6/3/2022,Late,55.62
ORD2981,6/4/2022,On Time,58.07
ORD2982,6/5/2022,On Time,149.28
ORD2983,6/6/2022,Late,128.36
ORD2984,6/7/2022,On Time,142.2
ORD2985,6/8/2022,On Time,69.51
ORD2986,6/9/2022,On Time,146.06
ORD2987,6/10/2022,On Time,64.27
ORD2988,6/11/2022,Late,100.91
ORD2989,6/12/2022,On Time,132.97
ORD2990,6/13/2022,On Time,84.98
ORD2991,6/14/2022,On Time,92.48
ORD2992,6/15/2022,On Time,62.82
ORD2993,6/16/2022,On Time,62.29
ORD2994,6/17/2022,On Time,111.96
ORD2995,6/18/2022,Late,117.55
ORD2996,6/19/2022,On Time,127.73
ORD2997,6/20/2022,On Time,105.67
ORD2998,6/21/2022,On Time,114.58
ORD2999,6/22/2022,On Time,51.35
ORD3000,6/23/2022,On Time,66.22
ORD3001,6/24/2022,On Time,148.49
ORD3002,6/25/2022,On Time,57.6
ORD3003,6/26/2022,On Time,117.88
ORD3004,6/27/2022,On Time,67.61
ORD3005,6/28/2022,Late,121.67
ORD3006,6/29/2022,Late,120.6
ORD3007,6/30/2022,Late,73.42
ORD3008,7/1/2022,On Time,76.96
ORD3009,7/2/2022,On Time,115.48
ORD3010,7/3/2022,On Time,89.01
ORD3011,7/4/2022,On Time,69.45
ORD3012,7/5/2022,On Time,123.17
ORD3013,7/6/2022,Late,65.41
ORD3014,7/7/2022,Late,135.56
